dataset_id,scenario_id,ego_id,preceding_id,frame,ego_x,ego_y,ego_vx,ego_vy,ego_ax,ego_ay,preceding_x,preceding_y,preceding_vx,preceding_vy,preceding_ax,preceding_ay
1,2,50,47,21,33.69,-0.14000000000000057,40.59,-0.14,0.35,0.07,94.93,0.16999999999999815,39.67,0.13,0.13,0.05
1,2,50,47,22,35.31999999999999,-0.14000000000000057,40.61,-0.14,0.34,0.07,96.52000000000001,0.17999999999999972,39.68,0.13,0.13,0.04
1,2,50,47,23,36.959999999999994,-0.14999999999999858,40.62,-0.14,0.34,0.08,98.12,0.17999999999999972,39.69,0.13,0.13,0.04
1,2,50,47,24,38.599999999999994,-0.14999999999999858,40.64,-0.14,0.33,0.08,99.71000000000001,0.19000000000000128,39.69,0.13,0.13,0.04
1,2,50,47,25,40.22,-0.16000000000000014,40.65,-0.13,0.33,0.08,101.29,0.19000000000000128,39.7,0.14,0.12,0.04
1,2,50,47,26,41.849999999999994,-0.1700000000000017,40.66,-0.13,0.32,0.09,102.88000000000001,0.1999999999999993,39.7,0.14,0.12,0.03
1,2,50,47,27,43.480000000000004,-0.1700000000000017,40.67,-0.12,0.32,0.09,104.47,0.21000000000000085,39.71,0.14,0.12,0.03
1,2,50,47,28,45.11,-0.17999999999999972,40.69,-0.12,0.31,0.09,106.07000000000001,0.21000000000000085,39.71,0.14,0.12,0.03
1,2,50,47,29,46.739999999999995,-0.17999999999999972,40.7,-0.12,0.31,0.09,107.66,0.21999999999999886,39.71,0.14,0.12,0.03
1,2,50,47,30,48.36,-0.19000000000000128,40.71,-0.11,0.3,0.1,109.25,0.21999999999999886,39.72,0.14,0.11,0.03
1,2,50,47,31,50.0,-0.19000000000000128,40.72,-0.11,0.29,0.1,110.83,0.23000000000000043,39.72,0.14,0.11,0.02
1,2,50,47,32,51.629999999999995,-0.19000000000000128,40.74,-0.1,0.29,0.1,112.42,0.23000000000000043,39.73,0.14,0.11,0.02
1,2,50,47,33,53.269999999999996,-0.1999999999999993,40.75,-0.1,0.28,0.1,114.01,0.23999999999999844,39.73,0.15,0.11,0.02
1,2,50,47,34,54.900000000000006,-0.1999999999999993,40.76,-0.09,0.28,0.11,115.60000000000001,0.23999999999999844,39.74,0.15,0.11,0.02
1,2,50,47,35,56.540000000000006,-0.21000000000000085,40.77,-0.09,0.27,0.11,117.19,0.25,39.74,0.15,0.11,0.01
1,2,50,47,36,58.18000000000001,-0.21000000000000085,40.78,-0.08,0.27,0.11,118.78,0.25,39.75,0.15,0.11,0.01
1,2,50,47,37,59.81999999999999,-0.21000000000000085,40.79,-0.08,0.26,0.11,120.36,0.26000000000000156,39.75,0.15,0.11,0.01
1,2,50,47,38,61.45,-0.21999999999999886,40.8,-0.07,0.26,0.12,121.95,0.2699999999999996,39.75,0.15,0.1,0.01
1,2,50,47,39,63.08,-0.21999999999999886,40.81,-0.07,0.25,0.12,123.54,0.2699999999999996,39.76,0.15,0.1,0.0
1,2,50,47,40,64.7,-0.21999999999999886,40.82,-0.06,0.25,0.12,125.13,0.28000000000000114,39.76,0.15,0.1,0.0
1,2,50,47,41,66.33,-0.23000000000000043,40.83,-0.06,0.25,0.12,126.72,0.28999999999999915,39.77,0.15,0.1,-0.0
1,2,50,47,42,67.96000000000001,-0.23000000000000043,40.84,-0.05,0.24,0.12,128.3,0.28999999999999915,39.77,0.15,0.1,-0.0
1,2,50,47,43,69.59,-0.23000000000000043,40.85,-0.05,0.24,0.13,129.9,0.3000000000000007,39.77,0.15,0.1,-0.01
1,2,50,47,44,71.22,-0.23000000000000043,40.86,-0.04,0.23,0.13,131.49,0.3099999999999987,39.78,0.15,0.1,-0.01
1,2,50,47,45,72.86,-0.23999999999999844,40.87,-0.03,0.23,0.13,133.09,0.3099999999999987,39.78,0.15,0.1,-0.01
1,2,50,47,46,74.49000000000001,-0.23999999999999844,40.88,-0.03,0.23,0.13,134.69,0.3200000000000003,39.79,0.15,0.1,-0.02
1,2,50,47,47,76.12,-0.23999999999999844,40.89,-0.02,0.22,0.13,136.29,0.3200000000000003,39.79,0.15,0.1,-0.02
1,2,50,47,48,77.77000000000001,-0.23999999999999844,40.9,-0.01,0.22,0.13,137.89000000000001,0.3299999999999983,39.79,0.15,0.1,-0.02
1,2,50,47,49,79.41,-0.23999999999999844,40.91,-0.0,0.22,0.13,139.48,0.33999999999999986,39.8,0.15,0.1,-0.02
1,2,50,47,50,81.05,-0.23999999999999844,40.92,0.0,0.21,0.13,141.06,0.33999999999999986,39.8,0.15,0.1,-0.03
1,2,50,47,51,82.69,-0.23999999999999844,40.92,0.01,0.21,0.13,142.65,0.3500000000000014,39.81,0.15,0.1,-0.03
1,2,50,47,52,84.33,-0.23999999999999844,40.93,0.02,0.21,0.13,144.24,0.35999999999999943,39.81,0.15,0.1,-0.03
1,2,50,47,53,85.96000000000001,-0.23999999999999844,40.94,0.02,0.21,0.13,145.83,0.35999999999999943,39.81,0.14,0.1,-0.04
1,2,50,47,54,87.59,-0.23999999999999844,40.95,0.03,0.2,0.13,147.42000000000002,0.370000000000001,39.82,0.14,0.1,-0.04
1,2,50,47,55,89.23,-0.23999999999999844,40.96,0.04,0.2,0.13,149.01,0.370000000000001,39.82,0.14,0.1,-0.04
1,2,50,47,56,90.87,-0.23000000000000043,40.96,0.04,0.2,0.13,150.6,0.379999999999999,39.83,0.14,0.1,-0.04
1,2,50,47,57,92.5,-0.23000000000000043,40.97,0.05,0.2,0.13,152.19,0.39000000000000057,39.83,0.14,0.1,-0.05
1,2,50,47,58,94.14,-0.23000000000000043,40.98,0.06,0.2,0.13,153.79,0.39000000000000057,39.83,0.13,0.11,-0.05
1,2,50,47,59,95.78,-0.23000000000000043,40.99,0.06,0.19,0.12,155.38,0.3999999999999986,39.84,0.13,0.11,-0.05
1,2,50,47,60,97.41,-0.21999999999999886,41.0,0.07,0.19,0.12,156.97,0.3999999999999986,39.84,0.13,0.11,-0.05
1,2,50,47,61,99.05,-0.21999999999999886,41.0,0.08,0.19,0.12,158.56,0.41000000000000014,39.85,0.12,0.11,-0.05
1,2,50,47,62,100.7,-0.21999999999999886,41.01,0.08,0.19,0.12,160.15,0.41000000000000014,39.85,0.12,0.11,-0.06
1,2,50,47,63,102.34,-0.21000000000000085,41.02,0.09,0.19,0.12,161.74,0.41999999999999815,39.86,0.12,0.11,-0.06
1,2,50,47,64,103.98,-0.21000000000000085,41.03,0.09,0.19,0.11,163.34,0.41999999999999815,39.86,0.12,0.11,-0.06
1,2,50,47,65,105.62,-0.1999999999999993,41.03,0.1,0.18,0.11,164.93,0.41999999999999815,39.86,0.11,0.11,-0.06
1,2,50,47,66,107.27000000000001,-0.1999999999999993,41.04,0.1,0.18,0.11,166.53,0.4299999999999997,39.87,0.11,0.11,-0.06
1,2,50,47,67,108.92,-0.1999999999999993,41.05,0.11,0.18,0.11,168.12,0.4299999999999997,39.87,0.11,0.12,-0.07
1,2,50,47,68,110.57000000000001,-0.19000000000000128,41.06,0.11,0.18,0.1,169.72,0.4400000000000013,39.88,0.11,0.12,-0.07
1,2,50,47,69,112.22,-0.19000000000000128,41.06,0.12,0.18,0.1,171.31,0.4400000000000013,39.88,0.1,0.12,-0.07
1,2,50,47,70,113.86,-0.17999999999999972,41.07,0.12,0.18,0.1,172.9,0.4400000000000013,39.89,0.1,0.12,-0.07
1,2,50,47,71,115.51,-0.17999999999999972,41.08,0.13,0.18,0.09,174.5,0.4499999999999993,39.89,0.1,0.12,-0.07
1,2,50,47,72,117.14,-0.1700000000000017,41.08,0.13,0.18,0.09,176.1,0.4499999999999993,39.9,0.09,0.12,-0.07
1,2,50,47,73,118.79,-0.1700000000000017,41.09,0.14,0.18,0.09,177.70000000000002,0.4499999999999993,39.9,0.09,0.12,-0.08
1,2,50,47,74,120.43,-0.16000000000000014,41.1,0.14,0.18,0.08,179.29,0.46000000000000085,39.91,0.09,0.12,-0.08
1,2,50,47,75,122.07000000000001,-0.16000000000000014,41.11,0.15,0.18,0.08,180.89000000000001,0.46000000000000085,39.91,0.08,0.12,-0.08
1,2,50,47,76,123.71000000000001,-0.14999999999999858,41.11,0.15,0.18,0.08,182.48,0.46999999999999886,39.92,0.08,0.12,-0.08
1,2,50,47,77,125.36000000000001,-0.14000000000000057,41.12,0.15,0.18,0.07,184.08,0.46999999999999886,39.92,0.08,0.13,-0.08
1,2,50,47,78,127.00999999999999,-0.14000000000000057,41.13,0.16,0.19,0.07,185.68,0.46999999999999886,39.93,0.07,0.13,-0.08
1,2,50,47,79,128.66,-0.129999999999999,41.13,0.16,0.19,0.06,187.28,0.4800000000000004,39.93,0.07,0.13,-0.09
1,2,50,47,80,130.3,-0.120000000000001,41.14,0.16,0.19,0.06,188.87,0.4800000000000004,39.94,0.06,0.13,-0.09
1,2,50,47,81,131.94,-0.10999999999999943,41.15,0.17,0.19,0.06,190.46,0.4800000000000004,39.94,0.06,0.13,-0.09
1,2,50,47,82,133.59,-0.10999999999999943,41.16,0.17,0.19,0.05,192.06,0.48999999999999844,39.95,0.06,0.13,-0.09
1,2,50,47,83,135.23,-0.10000000000000142,41.16,0.17,0.2,0.05,193.65,0.48999999999999844,39.95,0.05,0.13,-0.09
1,2,50,47,84,136.88,-0.08999999999999986,41.17,0.17,0.2,0.04,195.26,0.48999999999999844,39.96,0.05,0.13,-0.09
1,2,50,47,85,138.52,-0.08999999999999986,41.18,0.18,0.2,0.04,196.86,0.5,39.96,0.04,0.13,-0.09
1,2,50,47,86,140.16,-0.08000000000000185,41.19,0.18,0.21,0.04,198.46,0.5,39.97,0.03,0.13,-0.09
1,2,50,47,87,141.8,-0.07000000000000028,41.2,0.18,0.21,0.03,200.06,0.5,39.97,0.03,0.13,-0.09
1,2,50,47,88,143.44,-0.07000000000000028,41.2,0.18,0.21,0.03,201.66,0.5,39.98,0.02,0.13,-0.09
1,2,50,47,89,145.08,-0.05999999999999872,41.21,0.18,0.22,0.02,203.26,0.5,39.98,0.02,0.13,-0.09
1,2,50,47,90,146.72,-0.05000000000000071,41.22,0.18,0.22,0.02,204.85,0.5,39.99,0.01,0.13,-0.09
1,2,50,47,91,148.37,-0.03999999999999915,41.23,0.18,0.22,0.02,206.44,0.5,39.99,0.01,0.13,-0.09
1,2,50,47,92,150.01,-0.030000000000001137,41.24,0.18,0.23,0.01,208.04,0.5,40.0,0.0,0.13,-0.09
1,2,50,47,93,151.66,-0.030000000000001137,41.25,0.18,0.23,0.01,209.64000000000001,0.5,40.01,-0.0,0.13,-0.09
1,2,50,47,94,153.3,-0.019999999999999574,41.26,0.18,0.23,0.0,211.24,0.5,40.01,-0.01,0.13,-0.09
1,2,50,47,95,154.95000000000002,-0.010000000000001563,41.27,0.18,0.23,-0.0,212.84,0.5,40.02,-0.02,0.13,-0.09
1,2,50,47,96,156.6,0.0,41.28,0.18,0.24,-0.0,214.45000000000002,0.5,40.02,-0.02,0.13,-0.08
1,2,50,47,97,158.25,0.0,41.29,0.18,0.24,-0.01,216.05,0.5,40.03,-0.03,0.13,-0.08
1,2,50,47,98,159.9,0.010000000000001563,41.3,0.18,0.24,-0.01,217.64000000000001,0.5,40.03,-0.03,0.13,-0.08
1,2,50,47,99,161.56,0.019999999999999574,41.31,0.18,0.24,-0.02,219.24,0.5,40.04,-0.03,0.13,-0.08
1,2,50,47,100,163.21,0.019999999999999574,41.32,0.18,0.24,-0.02,220.85,0.48999999999999844,40.04,-0.04,0.13,-0.07
1,2,50,47,101,164.86,0.030000000000001137,41.33,0.18,0.24,-0.02,222.44,0.48999999999999844,40.05,-0.04,0.13,-0.07
1,2,50,47,102,166.52,0.03999999999999915,41.34,0.18,0.24,-0.03,224.04,0.48999999999999844,40.05,-0.05,0.13,-0.07
1,2,50,47,103,168.18,0.03999999999999915,41.35,0.18,0.25,-0.03,225.65,0.48999999999999844,40.06,-0.05,0.13,-0.07
1,2,50,47,104,169.83,0.05000000000000071,41.36,0.18,0.25,-0.04,227.25,0.4800000000000004,40.06,-0.05,0.13,-0.06
1,2,50,47,105,171.49,0.05999999999999872,41.36,0.17,0.25,-0.04,228.86,0.4800000000000004,40.07,-0.06,0.12,-0.06
1,2,50,47,106,173.13,0.07000000000000028,41.37,0.17,0.25,-0.04,230.46,0.4800000000000004,40.07,-0.06,0.12,-0.06
1,2,50,47,107,174.78,0.07000000000000028,41.38,0.17,0.25,-0.05,232.07,0.46999999999999886,40.08,-0.06,0.12,-0.05
1,2,50,47,108,176.44,0.0799999999999983,41.39,0.17,0.25,-0.05,233.67000000000002,0.46999999999999886,40.08,-0.06,0.12,-0.05
1,2,50,47,109,178.11,0.08999999999999986,41.4,0.17,0.25,-0.06,235.28,0.46999999999999886,40.09,-0.07,0.12,-0.05
1,2,50,47,110,179.77,0.08999999999999986,41.41,0.16,0.24,-0.06,236.89000000000001,0.46000000000000085,40.09,-0.07,0.11,-0.04
1,2,50,47,111,181.43,0.10000000000000142,41.42,0.16,0.24,-0.06,238.51,0.46000000000000085,40.1,-0.07,0.11,-0.04
1,2,50,47,112,183.09,0.10999999999999943,41.43,0.16,0.24,-0.07,240.11,0.46000000000000085,40.1,-0.07,0.11,-0.04
1,2,50,47,113,184.75,0.120000000000001,41.44,0.15,0.24,-0.07,241.72,0.4499999999999993,40.11,-0.07,0.11,-0.03
1,2,50,47,114,186.41,0.120000000000001,41.45,0.15,0.24,-0.07,243.33,0.4499999999999993,40.11,-0.07,0.11,-0.03
1,2,50,47,115,188.06,0.129999999999999,41.46,0.15,0.24,-0.08,244.93,0.4499999999999993,40.12,-0.07,0.1,-0.03
1,2,50,47,116,189.72,0.129999999999999,41.47,0.14,0.24,-0.08,246.54,0.4400000000000013,40.12,-0.07,0.1,-0.03
1,2,50,47,117,191.37,0.14000000000000057,41.48,0.14,0.24,-0.08,248.13,0.4400000000000013,40.12,-0.07,0.1,-0.02
1,2,50,47,118,193.03,0.14999999999999858,41.49,0.13,0.23,-0.08,249.73,0.4400000000000013,40.13,-0.07,0.1,-0.02
1,2,50,47,119,194.69,0.14999999999999858,41.5,0.13,0.23,-0.09,251.34,0.4400000000000013,40.13,-0.07,0.1,-0.02
1,2,50,47,120,196.36,0.16000000000000014,41.51,0.12,0.23,-0.09,252.95000000000002,0.4299999999999997,40.14,-0.07,0.1,-0.02
1,2,50,47,121,198.01,0.16000000000000014,41.52,0.12,0.23,-0.09,254.54,0.4299999999999997,40.14,-0.07,0.09,-0.01
1,2,50,47,122,199.67000000000002,0.16999999999999815,41.53,0.11,0.23,-0.09,256.15,0.4299999999999997,40.14,-0.07,0.09,-0.01
1,2,50,47,123,201.33,0.16999999999999815,41.54,0.11,0.22,-0.1,257.76,0.4299999999999997,40.15,-0.07,0.09,-0.01
1,2,50,47,124,202.99,0.17999999999999972,41.55,0.1,0.22,-0.1,259.38,0.41999999999999815,40.15,-0.07,0.09,-0.01
1,2,50,47,125,204.65,0.17999999999999972,41.56,0.1,0.22,-0.1,260.98999999999995,0.41999999999999815,40.15,-0.07,0.09,-0.0
1,2,50,47,126,206.31,0.19000000000000128,41.57,0.09,0.22,-0.1,262.59,0.41999999999999815,40.16,-0.07,0.09,-0.0
1,2,50,47,127,207.98,0.19000000000000128,41.57,0.08,0.21,-0.1,264.2,0.41999999999999815,40.16,-0.07,0.09,-0.0
1,2,50,47,128,209.65,0.19000000000000128,41.58,0.08,0.21,-0.1,265.81,0.41000000000000014,40.16,-0.07,0.09,0.0
1,2,50,47,129,211.32,0.1999999999999993,41.59,0.07,0.21,-0.1,267.40999999999997,0.41000000000000014,40.17,-0.07,0.09,0.0
1,2,50,47,130,212.98,0.1999999999999993,41.6,0.07,0.2,-0.1,269.01,0.41000000000000014,40.17,-0.07,0.08,0.01
1,2,50,47,131,214.65,0.1999999999999993,41.61,0.06,0.2,-0.1,270.61999999999995,0.41000000000000014,40.17,-0.07,0.08,0.01
1,2,50,47,132,216.32,0.1999999999999993,41.62,0.06,0.2,-0.1,272.21,0.3999999999999986,40.18,-0.07,0.08,0.01
1,2,50,47,133,217.99,0.1999999999999993,41.62,0.05,0.19,-0.1,273.82,0.3999999999999986,40.18,-0.07,0.08,0.01
1,2,50,47,134,219.65,0.21000000000000085,41.63,0.05,0.19,-0.1,275.41999999999996,0.3999999999999986,40.18,-0.07,0.08,0.02
1,2,50,47,135,221.32,0.21000000000000085,41.64,0.04,0.18,-0.1,277.03,0.39000000000000057,40.19,-0.07,0.08,0.02
1,2,50,47,136,222.99,0.21000000000000085,41.65,0.03,0.18,-0.1,278.64,0.39000000000000057,40.19,-0.07,0.08,0.02
1,2,50,47,137,224.66,0.21000000000000085,41.65,0.03,0.18,-0.1,280.25,0.39000000000000057,40.19,-0.07,0.08,0.02
1,2,50,47,138,226.33,0.21000000000000085,41.66,0.02,0.17,-0.1,281.86999999999995,0.379999999999999,40.2,-0.07,0.08,0.02
1,2,50,47,139,227.99,0.21000000000000085,41.67,0.02,0.17,-0.1,283.47999999999996,0.379999999999999,40.2,-0.07,0.08,0.03
1,2,50,47,140,229.65,0.21000000000000085,41.67,0.01,0.17,-0.1,285.08,0.379999999999999,40.2,-0.07,0.08,0.03
1,2,50,47,141,231.32,0.21000000000000085,41.68,0.01,0.16,-0.1,286.69,0.370000000000001,40.21,-0.07,0.08,0.03
1,2,50,47,142,232.99,0.21000000000000085,41.69,0.0,0.16,-0.1,288.29999999999995,0.370000000000001,40.21,-0.06,0.08,0.03
1,2,50,47,143,234.66,0.21000000000000085,41.69,-0.0,0.16,-0.09,289.90999999999997,0.370000000000001,40.21,-0.06,0.08,0.04
1,2,50,47,144,236.33,0.21000000000000085,41.7,-0.0,0.15,-0.09,291.53,0.35999999999999943,40.22,-0.06,0.08,0.04
1,2,50,47,145,238.01,0.21000000000000085,41.71,-0.01,0.15,-0.09,293.14,0.35999999999999943,40.22,-0.06,0.07,0.04
1,2,50,47,146,239.67000000000002,0.21000000000000085,41.71,-0.01,0.15,-0.09,294.73999999999995,0.35999999999999943,40.22,-0.05,0.07,0.04
1,2,50,47,147,241.34,0.21000000000000085,41.72,-0.02,0.14,-0.09,296.34999999999997,0.35999999999999943,40.22,-0.05,0.07,0.04
1,2,50,47,148,243.0,0.21000000000000085,41.72,-0.02,0.14,-0.08,297.95,0.35999999999999943,40.23,-0.05,0.07,0.04
1,2,50,47,149,244.67000000000002,0.21000000000000085,41.73,-0.03,0.14,-0.08,299.56,0.3500000000000014,40.23,-0.05,0.07,0.05
1,2,50,47,150,246.34,0.1999999999999993,41.73,-0.03,0.13,-0.08,301.16999999999996,0.3500000000000014,40.23,-0.04,0.07,0.05
1,2,50,47,151,248.0,0.1999999999999993,41.74,-0.03,0.13,-0.08,302.78,0.3500000000000014,40.24,-0.04,0.07,0.05
1,2,50,47,152,249.67000000000002,0.1999999999999993,41.74,-0.04,0.13,-0.08,304.39,0.3500000000000014,40.24,-0.04,0.07,0.05
1,2,50,47,153,251.34,0.1999999999999993,41.75,-0.04,0.13,-0.07,306.0,0.3500000000000014,40.24,-0.04,0.07,0.05
1,2,50,47,154,253.01000000000002,0.1999999999999993,41.75,-0.04,0.12,-0.07,307.59999999999997,0.3500000000000014,40.25,-0.03,0.07,0.05
1,2,50,47,155,254.69000000000003,0.1999999999999993,41.76,-0.05,0.12,-0.07,309.21,0.3500000000000014,40.25,-0.03,0.07,0.05
1,2,50,47,156,256.35999999999996,0.1999999999999993,41.76,-0.05,0.12,-0.07,310.81,0.33999999999999986,40.25,-0.03,0.07,0.05
1,2,50,47,157,258.03,0.19000000000000128,41.77,-0.05,0.11,-0.06,312.41999999999996,0.33999999999999986,40.25,-0.03,0.07,0.05
1,2,50,47,158,259.7,0.19000000000000128,41.77,-0.05,0.11,-0.06,314.03,0.33999999999999986,40.26,-0.02,0.07,0.06
1,2,50,47,159,261.36999999999995,0.19000000000000128,41.78,-0.06,0.11,-0.06,315.64,0.33999999999999986,40.26,-0.02,0.07,0.06
1,2,50,47,160,263.03999999999996,0.19000000000000128,41.78,-0.06,0.11,-0.06,317.26,0.33999999999999986,40.26,-0.02,0.07,0.06
1,2,50,47,161,264.71,0.17999999999999972,41.79,-0.06,0.1,-0.05,318.88,0.33999999999999986,40.27,-0.02,0.07,0.06
1,2,50,47,162,266.39,0.17999999999999972,41.79,-0.06,0.1,-0.05,320.48999999999995,0.33999999999999986,40.27,-0.01,0.07,0.06
1,2,50,47,163,268.07,0.17999999999999972,41.8,-0.07,0.1,-0.05,322.09999999999997,0.33999999999999986,40.27,-0.01,0.07,0.06
1,2,50,47,164,269.73999999999995,0.16999999999999815,41.8,-0.07,0.1,-0.05,323.71999999999997,0.33999999999999986,40.27,-0.01,0.07,0.06
1,2,50,47,165,271.40999999999997,0.16999999999999815,41.8,-0.07,0.09,-0.04,325.33,0.33999999999999986,40.28,-0.0,0.07,0.06
1,2,50,47,166,273.08,0.16999999999999815,41.81,-0.07,0.09,-0.04,326.94,0.33999999999999986,40.28,-0.0,0.07,0.06
1,2,50,47,167,274.75,0.16999999999999815,41.81,-0.07,0.09,-0.04,328.56,0.33999999999999986,40.28,0.0,0.07,0.06
1,2,50,47,168,276.40999999999997,0.16000000000000014,41.81,-0.08,0.09,-0.04,330.16999999999996,0.33999999999999986,40.29,0.01,0.07,0.06
1,2,50,47,169,278.08,0.16000000000000014,41.82,-0.08,0.09,-0.03,331.78999999999996,0.33999999999999986,40.29,0.01,0.07,0.06
1,2,50,47,170,279.76,0.16000000000000014,41.82,-0.08,0.08,-0.03,333.4,0.33999999999999986,40.29,0.01,0.07,0.06
1,2,50,47,171,281.42999999999995,0.14999999999999858,41.82,-0.08,0.08,-0.03,335.01,0.33999999999999986,40.29,0.01,0.07,0.06
1,2,50,47,172,283.10999999999996,0.14999999999999858,41.83,-0.08,0.08,-0.03,336.61999999999995,0.33999999999999986,40.3,0.02,0.07,0.06
1,2,50,47,173,284.78,0.14999999999999858,41.83,-0.08,0.08,-0.02,338.21999999999997,0.33999999999999986,40.3,0.02,0.07,0.06
1,2,50,47,174,286.46,0.14000000000000057,41.83,-0.08,0.07,-0.02,339.83,0.33999999999999986,40.3,0.02,0.07,0.06
1,2,50,47,175,288.13,0.14000000000000057,41.84,-0.08,0.07,-0.02,341.44,0.33999999999999986,40.31,0.03,0.08,0.06
1,2,50,47,176,289.79999999999995,0.129999999999999,41.84,-0.08,0.07,-0.02,343.04999999999995,0.33999999999999986,40.31,0.03,0.08,0.06
1,2,50,47,177,291.47999999999996,0.129999999999999,41.84,-0.08,0.07,-0.01,344.65999999999997,0.33999999999999986,40.31,0.03,0.08,0.06
1,2,50,47,178,293.15999999999997,0.129999999999999,41.84,-0.08,0.07,-0.01,346.28,0.3500000000000014,40.32,0.03,0.08,0.06
1,2,50,47,179,294.84,0.120000000000001,41.85,-0.08,0.07,-0.01,347.9,0.3500000000000014,40.32,0.04,0.08,0.06
1,2,50,47,180,296.51,0.120000000000001,41.85,-0.08,0.06,-0.01,349.52,0.3500000000000014,40.32,0.04,0.08,0.05
1,2,50,47,181,298.17999999999995,0.120000000000001,41.85,-0.08,0.06,-0.0,351.14,0.3500000000000014,40.32,0.04,0.08,0.05
1,2,50,47,182,299.84999999999997,0.10999999999999943,41.85,-0.08,0.06,-0.0,352.76,0.3500000000000014,40.33,0.04,0.08,0.05
1,2,50,47,183,301.52,0.10999999999999943,41.86,-0.08,0.06,0.0,354.36999999999995,0.3500000000000014,40.33,0.05,0.08,0.05
1,2,50,47,184,303.19,0.10999999999999943,41.86,-0.08,0.06,0.0,355.96,0.35999999999999943,40.33,0.05,0.09,0.05
1,2,50,47,185,304.85999999999996,0.10000000000000142,41.86,-0.08,0.06,0.0,357.56,0.35999999999999943,40.34,0.05,0.09,0.05
1,2,50,47,186,306.53999999999996,0.10000000000000142,41.86,-0.08,0.06,0.01,359.16999999999996,0.35999999999999943,40.34,0.05,0.09,0.05
1,2,50,47,187,308.21999999999997,0.10000000000000142,41.87,-0.08,0.05,0.01,360.78,0.35999999999999943,40.35,0.06,0.09,0.05
1,2,50,47,188,309.89,0.08999999999999986,41.87,-0.08,0.05,0.01,362.39,0.370000000000001,40.35,0.06,0.09,0.05
1,2,50,47,189,311.56,0.08999999999999986,41.87,-0.08,0.05,0.01,363.98999999999995,0.370000000000001,40.35,0.06,0.1,0.05
1,2,50,47,190,313.23999999999995,0.08999999999999986,41.87,-0.08,0.05,0.01,365.60999999999996,0.370000000000001,40.36,0.06,0.1,0.04
1,2,50,47,191,314.90999999999997,0.08999999999999986,41.88,-0.08,0.05,0.02,367.21999999999997,0.379999999999999,40.36,0.06,0.1,0.04
